id;prediction
0;0.015196808089967817
1;47.872427105903625
2;50.62704086303711
3;50.19989013671875
4;49.43537712097168
5;50.90370774269104
6;48.602890968322754
7;49.588724970817566
8;50.80828070640564
9;50.16059875488281
10;50.16014575958252
11;48.57881963253021
12;47.93274998664856
13;49.96573328971863
14;51.47194862365723
15;53.165191411972046
16;48.477619886398315
17;49.55129325389862
18;48.57480227947235
19;49.42270815372467
20;48.04072976112366
21;51.47777795791626
22;49.62502419948578
23;50.87645649909973
24;47.12225794792175
25;49.29559528827667
26;49.1610050201416
27;50.09392499923706
28;49.59979951381683
29;49.96156096458435
30;47.79397249221802
31;49.69565570354462
32;48.67549240589142
33;48.81057143211365
34;50.60832500457764
35;51.985734701156616
36;52.007561922073364
37;48.561665415763855
38;50.61153173446655
39;48.377084732055664
40;50.53308606147766
41;46.37148976325989
42;48.1953889131546
43;49.29034113883972
44;49.78019595146179
45;51.84178948402405
46;52.41619944572449
47;48.05154502391815
48;49.32809770107269
49;48.53447377681732
50;49.07316565513611
51;61.46566867828369
52;51.361119747161865
53;49.066632986068726
54;50.93531012535095
55;46.0821270942688
56;46.44794166088104
57;52.9113233089447
58;53.78536581993103
59;49.44705665111542
60;50.50399899482727
61;51.94651484489441
62;50.312161445617676
63;50.34266114234924
64;61.27625107765198
65;49.713462591171265
66;65.6589686870575
67;49.695226550102234
68;49.086177349090576
69;50.82656145095825
70;61.31640672683716
71;48.38089048862457
72;50.46708583831787
73;50.846272706985474
74;61.42352223396301
75;47.41944670677185
76;49.35000240802765
77;49.30312931537628
78;61.45399808883667
79;66.28722548484802
80;52.50665545463562
81;61.38849854469299
82;50.655609369277954
83;48.93655180931091
84;50.482481718063354
85;51.33180618286133
86;50.35657286643982
87;50.203245878219604
88;61.921870708465576
89;49.55872297286987
90;49.38872754573822
91;48.28742742538452
92;50.32418966293335
93;63.75606060028076
94;69.94394659996033
95;50.304073095321655
96;50.517338514328
97;48.4453558921814
98;48.84341359138489
99;48.40403497219086
100;48.47252666950226
101;50.12723207473755
102;49.69230592250824
103;50.881725549697876
104;50.59148669242859
105;50.64778923988342
106;50.94593167304993
107;49.991607666015625
108;62.69708871841431
109;48.28851819038391
110;50.63084363937378
111;47.28394150733948
112;49.21691715717316
113;63.65273594856262
114;67.0877754688263
115;73.51592183113098
116;51.08492970466614
117;48.18391799926758
118;48.9001989364624
119;49.54949617385864
120;49.483102560043335
121;50.323206186294556
122;48.02625775337219
123;50.60762166976929
124;51.44926905632019
125;51.016443967819214
126;50.951457023620605
127;49.915874004364014
128;50.364893674850464
129;48.606595396995544
130;48.42617213726044
131;47.45391607284546
132;48.992615938186646
133;50.39128661155701
134;50.65817832946777
135;50.102877616882324
136;48.3333021402359
137;49.03581440448761
138;49.46480691432953
139;51.7599880695343
140;50.38233399391174
141;50.24654269218445
142;61.10890507698059
143;60.112178325653076
144;58.72539281845093
145;47.94192612171173
146;64.08655047416687
147;60.422128438949585
148;50.757402181625366
149;50.14626383781433
150;51.28552317619324
151;49.74146783351898
152;51.77487134933472
153;49.88146126270294
154;60.54782271385193
155;48.935067653656006
156;50.18463730812073
157;47.67685830593109
158;49.36870634555817
159;67.97960996627808
160;49.360764026641846
161;51.8546462059021
162;50.76054930686951
163;49.91980493068695
164;61.38768792152405
165;65.68571925163269
166;50.544142723083496
167;50.60538053512573
168;50.77160596847534
169;48.37304651737213
170;53.767573833465576
171;49.53400790691376
172;48.890599608421326
173;47.97956645488739
174;51.55513286590576
175;51.28219723701477
176;67.50482320785522
177;49.18504059314728
178;64.7090196609497
179;63.760244846343994
180;49.178627133369446
181;64.02859687805176
182;72.32583165168762
183;49.43564534187317
184;67.07374453544617
185;51.82300806045532
186;48.82082939147949
187;53.97180914878845
188;50.05273222923279
189;53.12793850898743
190;66.02462530136108
191;62.40890622138977
192;47.42441475391388
193;51.46498084068298
194;70.17282843589783
195;50.02579689025879
196;59.89751219749451
197;50.33878684043884
198;50.53883194923401
199;50.75504183769226
200;50.57603120803833
201;49.52968657016754
202;49.06478226184845
203;69.05781030654907
204;49.39739406108856
205;63.673895597457886
206;61.491960287094116
207;52.463531494140625
208;47.80830144882202
209;49.9160498380661
210;52.54448056221008
211;53.220248222351074
212;47.69006371498108
213;48.376333713531494
214;51.124775409698486
215;50.49974322319031
