id;prediction
0;0.08985461317934096
1;47.01759219169617
2;50.94333291053772
3;52.88141369819641
4;49.630436301231384
5;49.705904722213745
6;46.715933084487915
7;52.00697183609009
8;53.23815941810608
9;52.76932120323181
10;50.04495978355408
11;48.325031995773315
12;49.213868379592896
13;47.64263331890106
14;45.89092135429382
15;53.295159339904785
16;51.57947540283203
17;49.64795708656311
18;49.544358253479004
19;47.50770926475525
20;51.42509341239929
21;49.35576319694519
22;53.88891100883484
23;46.61634862422943
24;49.66082274913788
25;51.69834494590759
26;49.15034770965576
27;49.98908340930939
28;49.20107424259186
29;49.79981184005737
30;49.480825662612915
31;49.27893877029419
32;52.880263328552246
33;51.70678496360779
34;55.5398166179657
35;47.41836190223694
36;49.38507378101349
37;51.82410478591919
38;53.27259302139282
39;49.74018037319183
40;46.62477374076843
41;50.56299567222595
42;52.755188941955566
43;48.95980358123779
44;52.13541388511658
45;52.51046419143677
46;52.435773611068726
47;45.218390226364136
48;48.665326833724976
49;50.31675100326538
50;49.52111840248108
51;83.62464308738708
52;51.70199275016785
53;49.088579416275024
54;77.62060761451721
55;48.189231753349304
56;82.65058398246765
57;80.42343854904175
58;91.96906685829163
59;85.56403517723083
60;98.66358637809753
61;68.68088841438293
62;82.14165568351746
63;77.56595015525818
64;80.41039705276489
65;72.38177061080933
66;84.59139466285706
67;82.8125
68;84.51161980628967
69;83.0123245716095
70;76.8528163433075
71;73.56857061386108
72;98.39569926261902
73;66.8200671672821
74;81.58026933670044
75;70.91898322105408
76;55.47001361846924
77;61.90022826194763
78;79.88783717155457
79;89.87888693809509
80;98.16075563430786
81;87.5922679901123
82;73.15374612808228
83;83.84357690811157
84;79.37890887260437
85;80.21912574768066
86;88.665372133255
87;81.14117980003357
88;84.18253660202026
89;75.44995546340942
90;92.26388931274414
91;79.24265265464783
92;88.4084165096283
93;89.14729356765747
94;92.38730072975159
95;74.48700070381165
96;62.286216020584106
97;49.22385215759277
98;78.24681401252747
99;96.28064632415771
100;77.02065706253052
101;85.32695174217224
102;55.78910708427429
103;65.82568287849426
104;85.3001356124878
105;80.83560466766357
106;63.56965899467468
107;90.81206917762756
108;86.48229837417603
109;92.23250150680542
110;80.28023838996887
111;76.09012722969055
112;78.55980396270752
113;87.95720338821411
114;89.58823680877686
115;95.42790651321411
116;81.34186267852783
117;93.53915452957153
118;93.01614761352539
119;78.56144905090332
120;88.66627216339111
121;88.19743394851685
122;63.59152793884277
123;83.16200375556946
124;87.22648620605469
125;73.86061549186707
126;96.38303518295288
127;80.01380562782288
128;78.35218906402588
129;69.36538219451904
130;86.8999719619751
131;66.6127860546112
132;89.22748565673828
133;90.72922468185425
134;85.27277708053589
135;46.75079882144928
136;80.10835647583008
137;67.61287450790405
138;80.38789629936218
139;76.71580910682678
140;67.42111444473267
141;78.64872813224792
142;71.90697193145752
143;84.34290885925293
144;86.63750290870667
145;97.99603819847107
146;88.0932092666626
147;70.2556848526001
148;76.73383355140686
149;63.857656717300415
150;72.9643166065216
151;78.63823771476746
152;65.18017053604126
153;93.92359256744385
154;74.56015348434448
155;83.00182223320007
156;79.5522928237915
157;71.6429591178894
158;69.57724690437317
159;94.49644088745117
160;84.3482255935669
161;70.16943097114563
162;69.96841430664062
163;77.57903337478638
164;89.24441337585449
165;90.13925790786743
166;72.42542505264282
167;90.8876359462738
168;87.16081380844116
169;76.65164470672607
170;46.7790812253952
171;93.37178468704224
172;86.77542209625244
173;85.03536581993103
174;82.4272096157074
175;79.33250069618225
176;94.09639239311218
177;78.56939435005188
178;92.5851821899414
179;87.87947297096252
180;77.01237201690674
181;86.57402992248535
182;97.08532691001892
183;81.31659030914307
184;86.02684140205383
185;72.87665009498596
186;88.45731616020203
187;71.61377668380737
188;90.11584520339966
189;76.8301248550415
190;90.790194272995
191;80.87137937545776
192;82.43927359580994
193;84.45962071418762
194;91.43452048301697
195;94.94513869285583
196;57.211387157440186
197;81.68898820877075
198;79.6921968460083
199;84.51960682868958
200;75.40817260742188
201;81.85909986495972
202;75.46119093894958
203;93.0215060710907
204;89.18848633766174
205;89.2981469631195
206;86.09046339988708
207;69.06394958496094
208;61.59057021141052
209;75.89159607887268
210;87.39742040634155
211;78.67996096611023
212;68.77143383026123
213;92.48209595680237
214;59.98342037200928
215;69.43915486335754
216;86.0957682132721
217;82.487553358078
218;77.9581367969513
219;85.80874800682068
220;84.62626934051514
221;75.94937086105347
222;79.73426580429077
223;57.69003629684448
224;69.71930861473083
