id;prediction
0;0.42267320677638054
1;46.71960473060608
2;52.72206664085388
3;49.96607303619385
4;50.81720948219299
5;51.03564262390137
6;52.63422727584839
7;48.69318604469299
8;50.27177929878235
9;51.68842673301697
10;50.89106559753418
11;50.16067028045654
12;51.35059356689453
13;47.52035140991211
14;50.23356080055237
15;51.21433734893799
16;48.26948940753937
17;49.61876571178436
18;47.723761200904846
19;49.43760335445404
20;51.83905363082886
21;48.974648118019104
22;51.55736207962036
23;52.13063359260559
24;48.2774019241333
25;50.10499358177185
26;51.09001398086548
27;49.718767404556274
28;51.40274167060852
29;49.63033199310303
30;49.25762414932251
31;49.44092333316803
32;49.51070249080658
33;50.33413767814636
34;45.925724506378174
35;52.68928408622742
36;48.866233229637146
37;50.10518431663513
38;51.235389709472656
39;49.36814904212952
40;48.90948832035065
41;49.725109338760376
42;47.09678590297699
43;50.59589147567749
44;51.76130533218384
45;52.024126052856445
46;50.210362672805786
47;50.43506622314453
48;51.02144479751587
49;51.62217617034912
