id;prediction
0;0.4179458599537611
1;46.97820246219635
2;52.72812247276306
3;49.68656003475189
4;50.74551701545715
5;51.03693604469299
6;52.66721248626709
7;49.06288981437683
8;50.29253363609314
9;51.24645233154297
10;51.008063554763794
11;50.39941668510437
12;51.31721496582031
13;47.25498855113983
14;50.36512017250061
15;51.054221391677856
16;48.428815603256226
17;49.209317564964294
18;47.62102961540222
19;49.39972758293152
20;51.866549253463745
21;48.94132614135742
22;51.22330188751221
23;51.95662975311279
24;48.42424690723419
25;50.02263784408569
26;51.79235339164734
27;49.77967441082001
28;51.41846537590027
29;49.969834089279175
30;49.01149868965149
31;49.75109100341797
32;49.69941973686218
33;50.308626890182495
34;45.232197642326355
35;52.70499587059021
36;49.1157591342926
37;49.97923672199249
38;51.055967807769775
39;49.39506649971008
40;48.93592596054077
41;49.58178997039795
42;47.07414507865906
43;50.796741247177124
44;51.24593377113342
45;52.198052406311035
46;50.035643577575684
47;50.482380390167236
48;51.172006130218506
49;51.402366161346436
